Node_ID,cp_level_x,cp_r_citing_zero_x,cp_r_citing_nonzero_x,tr_citing_x,cp_r_cited_zero_x,cp_r_cited_nonzero_x,tr_cited_x,Cluster_ID,cp_level_y,cp_r_citing_zero_y,cp_r_citing_nonzero_y,tr_citing_y,cp_r_cited_zero_y,cp_r_cited_nonzero_y,tr_cited_y,network_degree,network_indegree,network_outdegree,cluster_degree,cluster_indegree,cluster_outdegree
9076,0,0,0,0,0,0,0,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,9,1.0,0.0,1.0
9912203,1,1,0,0,0,1,1,374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,6,2.0,1.0,1.0
302088,0,0,0,0,0,0,0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,9,2.0,0.0,2.0
9705355,1,1,0,0,0,1,4,154,1.0,1.0,0.0,0.0,0.0,1.0,4.0,9,1,8,8.0,1.0,7.0
9709248,0,0,0,0,0,0,0,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,9,7.0,0.0,7.0
208074,1,1,0,0,0,1,1,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,6,1.0,0.0,1.0
9407281,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,7,,,
9208261,1,1,0,0,1,0,0,186,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1.0,1.0,0.0
208229,0,0,0,0,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,31,16.0,0.0,16.0
9910370,0,0,0,0,0,0,0,247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,,,
9812226,3,2,1,1,0,3,6,105,1.0,1.0,0.0,0.0,0.0,1.0,1.0,8,3,5,5.0,2.0,3.0
2298,1,1,0,0,1,0,0,51,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7,1,6,2.0,1.0,1.0
9704316,2,2,0,0,0,2,2,74,2.0,2.0,0.0,0.0,0.0,2.0,2.0,3,2,1,3.0,2.0,1.0
9605338,0,0,0,0,0,0,0,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,12,1.0,0.0,1.0
8027,0,0,0,0,0,0,0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,7,,,
9504258,0,0,0,0,0,0,0,1521,,,,,,,,1,0,1,,,
107096,0,0,0,0,0,0,0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,2.0,0.0,2.0
9811408,2,2,0,0,2,0,0,317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2,7,3.0,0.0,3.0
103266,0,0,0,0,0,0,0,68,,,,,,,,2,0,2,,,
210254,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,27,4.0,0.0,4.0
210404,0,0,0,0,0,0,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,,,
111446,0,0,0,0,0,0,0,22,,,,,,,,5,0,5,4.0,0.0,4.0
102126,1,1,0,0,0,1,4,33,1.0,1.0,0.0,0.0,0.0,1.0,4.0,9,1,8,,,
210255,1,1,0,0,1,0,0,346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,19,1.0,0.0,1.0
210360,1,1,0,0,0,1,5,48,1.0,1.0,0.0,0.0,0.0,1.0,5.0,20,1,19,12.0,1.0,11.0
109038,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,18,5.0,0.0,5.0
1213,2,1,1,1,2,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2,14,3.0,0.0,3.0
9703419,0,0,0,0,0,0,0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,6,1.0,0.0,1.0
111134,2,2,0,0,0,2,3,225,2.0,2.0,0.0,0.0,1.0,1.0,1.0,8,2,6,2.0,1.0,1.0
206278,0,0,0,0,0,0,0,172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,8,6.0,0.0,6.0
302053,0,0,0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,38,18.0,0.0,18.0
9808495,0,0,0,0,0,0,0,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,7,2.0,0.0,2.0
205240,1,1,0,0,0,1,7,445,1.0,1.0,0.0,0.0,1.0,0.0,0.0,10,1,9,1.0,0.0,1.0
9506343,0,0,0,0,0,0,0,1134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,0.0,1.0
201035,0,0,0,0,0,0,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,11,3.0,0.0,3.0
9706514,0,0,0,0,0,0,0,2074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,0.0,1.0
207354,0,0,0,0,0,0,0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,26,24.0,0.0,24.0
4265,0,0,0,0,0,0,0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,9,4.0,0.0,4.0
106209,0,0,0,0,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,20,6.0,0.0,6.0
206211,1,1,0,0,0,1,18,18,1.0,1.0,0.0,0.0,0.0,1.0,17.0,27,1,26,18.0,1.0,17.0
9309205,1,1,0,0,0,1,7,176,1.0,1.0,0.0,0.0,0.0,1.0,7.0,8,1,7,7.0,1.0,6.0
211369,0,0,0,0,0,0,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,17,1.0,0.0,1.0
9612472,1,1,0,0,1,0,0,40,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3,1,2,1.0,1.0,0.0
9712510,0,0,0,0,0,0,0,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,17,,,
9601288,0,0,0,0,0,0,0,1132,,,,,,,,2,0,2,,,
8100,0,0,0,0,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,15,1.0,0.0,1.0
9607364,0,0,0,0,0,0,0,355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,2.0,0.0,2.0
9909535,0,0,0,0,0,0,0,1463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,2.0,0.0,2.0
207268,0,0,0,0,0,0,0,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,10,5.0,0.0,5.0
9505370,0,0,0,0,0,0,0,235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,2.0,0.0,2.0
211133,0,0,0,0,0,0,0,792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,1.0,0.0,1.0
9902477,0,0,0,0,0,0,0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,9,5.0,0.0,5.0
9510239,0,0,0,0,0,0,0,253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,6,1.0,0.0,1.0
112271,0,0,0,0,0,0,0,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,13,7.0,0.0,7.0
9212216,0,0,0,0,0,0,0,1003,,,,,,,,1,0,1,,,
110112,0,0,0,0,0,0,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,13,11.0,0.0,11.0
2052,0,0,0,0,0,0,0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,7,3.0,0.0,3.0
302168,0,0,0,0,0,0,0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,7,1.0,0.0,1.0
9911301,1,1,0,0,0,1,3,84,1.0,1.0,0.0,0.0,0.0,1.0,3.0,7,1,6,3.0,1.0,2.0
103148,1,1,0,0,0,1,3,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1,12,6.0,0.0,6.0
106290,0,0,0,0,0,0,0,155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,1.0,0.0,1.0
210337,0,0,0,0,0,0,0,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,18,5.0,0.0,5.0
9209,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,14,6.0,0.0,6.0
9608408,0,0,0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,7,,,
103117,0,0,0,0,0,0,0,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,4,3.0,0.0,3.0
104128,0,0,0,0,0,0,0,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,6,4.0,0.0,4.0
9909329,0,0,0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,9,1.0,0.0,1.0
208168,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,29,18.0,0.0,18.0
301246,0,0,0,0,0,0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,4,,,
209132,0,0,0,0,0,0,0,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,9,4.0,0.0,4.0
105072,0,0,0,0,0,0,0,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,12,4.0,0.0,4.0
112005,0,0,0,0,0,0,0,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,1.0,0.0,1.0
9704218,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,6,5.0,0.0,5.0
205137,0,0,0,0,0,0,0,750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,,,
105210,0,0,0,0,0,0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,20,3.0,0.0,3.0
5097,0,0,0,0,0,0,0,408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,0.0,1.0
209213,0,0,0,0,0,0,0,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,4,1.0,0.0,1.0
212387,0,0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,0,44,14.0,0.0,14.0
9605372,0,0,0,0,0,0,0,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,0.0,1.0
9806264,0,0,0,0,0,0,0,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,6,4.0,0.0,4.0
9407256,0,0,0,0,0,0,0,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,7,4.0,0.0,4.0
205291,0,0,0,0,0,0,0,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,12,2.0,0.0,2.0
6289,0,0,0,0,0,0,0,1252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,0.0,1.0
9910507,1,1,0,0,0,1,1,321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,9,5.0,0.0,5.0
302026,0,0,0,0,0,0,0,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,26,21.0,0.0,21.0
9708340,0,0,0,0,0,0,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,0,42,16.0,0.0,16.0
9806201,0,0,0,0,0,0,0,591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,0.0,1.0
9405358,1,1,0,0,1,0,0,243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,4,,,
208245,0,0,0,0,0,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,13,4.0,0.0,4.0
9203209,1,1,0,0,1,0,0,103,,,,,,,,1,1,0,,,
108088,0,0,0,0,0,0,0,278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,12,2.0,0.0,2.0
9607231,0,0,0,0,0,0,0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,8,4.0,0.0,4.0
10336,0,0,0,0,0,0,0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0,60,2.0,0.0,2.0
110223,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,16,2.0,0.0,2.0
12059,0,0,0,0,0,0,0,1961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,,,
111320,0,0,0,0,0,0,0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,24,22.0,0.0,22.0
6220,0,0,0,0,0,0,0,126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,2.0,0.0,2.0
9811343,0,0,0,0,0,0,0,318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,6,1.0,0.0,1.0
9711420,0,0,0,0,0,0,0,94,,,,,,,,3,0,3,,,
208167,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,14,1.0,0.0,1.0
110271,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,13,1.0,0.0,1.0
9504372,130,18,112,509,79,51,59,31,54.0,2.0,52.0,258.0,28.0,26.0,26.0,133,130,3,24.0,23.0,1.0
9810333,52,16,36,132,26,26,43,1,12.0,3.0,9.0,36.0,10.0,2.0,2.0,61,52,9,11.0,11.0,0.0
8159,23,3,20,61,0,23,206,1,16.0,2.0,14.0,44.0,0.0,16.0,117.0,51,23,28,14.0,8.0,6.0
9712306,38,3,35,134,15,23,44,1,19.0,1.0,18.0,62.0,2.0,17.0,34.0,43,38,5,5.0,5.0,0.0
9302244,38,10,28,97,38,0,0,7,16.0,4.0,12.0,36.0,16.0,0.0,0.0,38,38,0,3.0,3.0,0.0
9405346,45,5,40,169,3,42,193,6,20.0,3.0,17.0,64.0,0.0,20.0,103.0,59,45,14,20.0,11.0,9.0
9507262,99,6,93,580,18,81,174,1,25.0,2.0,23.0,150.0,0.0,25.0,52.0,107,99,8,24.0,22.0,2.0
9802289,52,18,34,69,12,40,137,1,9.0,6.0,3.0,5.0,1.0,8.0,24.0,78,52,26,5.0,5.0,0.0
9604330,71,12,59,321,7,64,181,34,28.0,5.0,23.0,147.0,1.0,27.0,66.0,85,71,14,25.0,22.0,3.0
104027,23,4,19,34,0,23,194,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,23,94,18.0,1.0,17.0
9911321,47,23,24,65,7,40,416,1,5.0,4.0,1.0,1.0,0.0,5.0,46.0,169,47,122,8.0,3.0,5.0
112313,3,3,0,0,0,3,8,170,1.0,1.0,0.0,0.0,0.0,1.0,2.0,26,3,23,4.0,1.0,3.0
9410369,6,4,2,2,6,0,0,114,3.0,2.0,1.0,1.0,3.0,0.0,0.0,11,6,5,2.0,2.0,0.0
9704448,155,37,118,597,64,91,279,4,37.0,4.0,33.0,202.0,5.0,32.0,92.0,182,155,27,11.0,8.0,3.0
9606397,26,7,19,49,7,19,59,33,7.0,3.0,4.0,8.0,1.0,6.0,18.0,39,26,13,5.0,5.0,0.0
9902479,12,5,7,18,3,9,9,252,9.0,3.0,6.0,12.0,2.0,7.0,7.0,13,12,1,10.0,9.0,1.0
7316,9,5,4,9,3,6,29,48,1.0,1.0,0.0,0.0,0.0,1.0,1.0,22,9,13,2.0,1.0,1.0
9408313,38,14,24,49,38,0,0,4,8.0,1.0,7.0,13.0,8.0,0.0,0.0,38,38,0,2.0,2.0,0.0
9608460,22,1,21,122,0,22,64,33,20.0,1.0,19.0,108.0,0.0,20.0,52.0,31,22,9,23.0,19.0,4.0
9706412,12,2,10,24,0,12,54,33,9.0,5.0,4.0,12.0,0.0,9.0,41.0,20,12,8,14.0,7.0,7.0
9806244,24,6,18,41,4,20,47,24,7.0,3.0,4.0,5.0,3.0,4.0,5.0,37,24,13,7.0,4.0,3.0
9904468,59,8,51,216,1,58,736,24,42.0,4.0,38.0,173.0,0.0,42.0,505.0,104,59,45,41.0,24.0,17.0
207066,3,1,2,3,0,3,3,210,3.0,1.0,2.0,3.0,0.0,3.0,3.0,7,3,4,2.0,1.0,1.0
12256,3,2,1,1,0,3,21,26,3.0,2.0,1.0,1.0,0.0,3.0,20.0,15,3,12,3.0,1.0,2.0
9305258,72,26,46,133,46,26,52,26,33.0,13.0,20.0,55.0,17.0,16.0,35.0,77,72,5,13.0,13.0,0.0
9610446,11,4,7,17,0,11,39,26,9.0,4.0,5.0,11.0,0.0,9.0,36.0,18,11,7,7.0,4.0,3.0
9811357,28,7,21,50,1,27,144,26,22.0,5.0,17.0,40.0,0.0,22.0,115.0,44,28,16,19.0,12.0,7.0
9809352,60,33,27,47,28,32,118,4,2.0,2.0,0.0,0.0,1.0,1.0,2.0,102,60,42,5.0,5.0,0.0
9806263,110,5,105,772,20,90,273,2,51.0,2.0,49.0,380.0,1.0,50.0,189.0,116,110,6,34.0,30.0,4.0
11243,7,5,2,2,2,5,11,30,3.0,1.0,2.0,2.0,3.0,0.0,0.0,10,7,3,6.0,4.0,2.0
9806432,11,8,3,5,4,7,7,30,3.0,2.0,1.0,1.0,3.0,0.0,0.0,12,11,1,6.0,5.0,1.0
9809275,13,5,8,15,2,11,55,4,4.0,2.0,2.0,3.0,0.0,4.0,14.0,28,13,15,10.0,3.0,7.0
104152,32,22,10,13,6,26,169,2,3.0,2.0,1.0,1.0,0.0,3.0,34.0,76,32,44,5.0,5.0,0.0
202162,5,4,1,2,0,5,44,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,5,21,2.0,0.0,2.0
9405224,7,6,1,1,3,4,4,43,3.0,3.0,0.0,0.0,3.0,0.0,0.0,8,7,1,2.0,2.0,0.0
9403398,68,15,53,153,23,45,101,63,14.0,3.0,11.0,25.0,0.0,14.0,43.0,85,68,17,18.0,13.0,5.0
9401257,7,3,4,4,7,0,0,149,2.0,2.0,0.0,0.0,2.0,0.0,0.0,7,7,0,1.0,1.0,0.0
9406363,103,10,93,401,53,50,53,25,34.0,2.0,32.0,119.0,10.0,24.0,24.0,106,103,3,21.0,20.0,1.0
9505207,87,17,70,312,5,82,193,61,40.0,3.0,37.0,152.0,2.0,38.0,56.0,103,87,16,30.0,29.0,1.0
9401357,15,8,7,11,9,6,6,25,3.0,2.0,1.0,1.0,0.0,3.0,3.0,17,15,2,2.0,2.0,0.0
9504307,56,8,48,154,16,40,78,42,12.0,1.0,11.0,21.0,6.0,6.0,7.0,65,56,9,5.0,4.0,1.0
9306293,7,2,5,10,3,4,4,99,4.0,1.0,3.0,4.0,1.0,3.0,3.0,11,7,4,5.0,4.0,1.0
9406354,23,4,19,48,5,18,38,36,12.0,2.0,10.0,21.0,1.0,11.0,17.0,26,23,3,13.0,10.0,3.0
9406372,63,17,46,127,43,20,22,0,13.0,5.0,8.0,17.0,6.0,7.0,7.0,66,63,3,14.0,13.0,1.0
9711354,10,6,4,8,3,7,14,144,6.0,4.0,2.0,3.0,1.0,5.0,11.0,14,10,4,8.0,5.0,3.0
9708483,114,11,103,587,52,62,130,3,63.0,1.0,62.0,420.0,37.0,26.0,50.0,129,114,15,13.0,13.0,0.0
9809508,13,3,10,17,1,12,28,0,7.0,2.0,5.0,5.0,7.0,0.0,0.0,17,13,4,8.0,7.0,1.0
9712392,83,7,76,491,47,36,45,12,35.0,1.0,34.0,207.0,35.0,0.0,0.0,92,83,9,19.0,19.0,0.0
9610481,69,13,56,346,9,60,261,3,36.0,7.0,29.0,212.0,17.0,19.0,19.0,97,69,28,17.0,6.0,11.0
9911440,2,2,0,0,1,1,14,0,1.0,1.0,0.0,0.0,0.0,1.0,12.0,36,2,34,3.0,0.0,3.0
9808261,25,4,21,84,3,22,116,3,19.0,3.0,16.0,62.0,2.0,17.0,71.0,40,25,15,9.0,9.0,0.0
9905470,17,2,15,24,0,17,174,3,13.0,2.0,11.0,19.0,0.0,13.0,133.0,51,17,34,27.0,9.0,18.0
9805272,67,7,60,284,24,43,124,0,20.0,2.0,18.0,79.0,20.0,0.0,0.0,76,67,9,19.0,18.0,1.0
9706426,11,4,7,8,0,11,22,0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,28,11,17,1.0,0.0,1.0
9606226,17,6,11,25,17,0,0,0,7.0,1.0,6.0,11.0,7.0,0.0,0.0,18,17,1,4.0,4.0,0.0
9809401,33,11,22,55,22,11,17,46,9.0,2.0,7.0,16.0,9.0,0.0,0.0,35,33,2,3.0,3.0,0.0
9807253,13,4,9,19,4,9,51,42,6.0,3.0,3.0,6.0,0.0,6.0,25.0,24,13,11,11.0,6.0,5.0
9904302,2,2,0,0,0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2,7,4.0,1.0,3.0
9502297,70,15,55,236,30,40,47,3,31.0,4.0,27.0,111.0,13.0,18.0,18.0,72,70,2,14.0,13.0,1.0
9606353,12,4,8,14,9,3,3,288,3.0,1.0,2.0,3.0,1.0,2.0,2.0,14,12,2,2.0,2.0,0.0
9809481,11,7,4,5,2,9,48,0,4.0,2.0,2.0,2.0,0.0,4.0,14.0,27,11,16,7.0,4.0,3.0
9903499,12,2,10,29,0,12,33,3,2.0,1.0,1.0,1.0,0.0,2.0,8.0,24,12,12,4.0,1.0,3.0
9712551,36,14,22,51,3,33,123,87,19.0,6.0,13.0,27.0,0.0,19.0,88.0,45,36,9,20.0,12.0,8.0
9511426,11,7,4,4,2,9,26,81,3.0,2.0,1.0,1.0,0.0,3.0,7.0,18,11,7,7.0,4.0,3.0
9502304,21,9,12,22,9,12,20,3,4.0,1.0,3.0,3.0,4.0,0.0,0.0,29,21,8,3.0,3.0,0.0
9303275,19,8,11,18,19,0,0,3,4.0,1.0,3.0,3.0,4.0,0.0,0.0,19,19,0,2.0,2.0,0.0
9807237,5,4,1,1,4,1,1,136,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7,5,2,,,
9211207,6,2,4,5,6,0,0,1566,,,,,,,,7,6,1,,,
9609442,13,6,7,11,9,4,6,103,1.0,1.0,0.0,0.0,0.0,1.0,1.0,17,13,4,2.0,1.0,1.0
9602325,17,8,9,22,1,16,100,10,4.0,3.0,1.0,1.0,0.0,4.0,24.0,64,17,47,14.0,5.0,9.0
9711288,16,8,8,14,3,13,29,81,1.0,1.0,0.0,0.0,0.0,1.0,3.0,28,16,12,7.0,2.0,5.0
9205229,29,6,23,69,29,0,0,99,16.0,4.0,12.0,34.0,16.0,0.0,0.0,29,29,0,12.0,12.0,0.0
9308365,37,10,27,58,18,19,21,81,6.0,3.0,3.0,8.0,6.0,0.0,0.0,39,37,2,10.0,10.0,0.0
9209220,55,17,38,145,50,5,5,75,13.0,6.0,7.0,28.0,13.0,0.0,0.0,56,55,1,8.0,8.0,0.0
9504337,38,8,30,69,17,21,51,12,8.0,1.0,7.0,17.0,8.0,0.0,0.0,56,38,18,5.0,5.0,0.0
9703433,46,3,43,256,4,42,171,36,35.0,2.0,33.0,213.0,0.0,35.0,153.0,53,46,7,36.0,30.0,6.0
9206218,95,32,63,334,95,0,0,10,23.0,5.0,18.0,49.0,23.0,0.0,0.0,95,95,0,6.0,6.0,0.0
112089,7,6,1,1,0,7,121,6,1.0,1.0,0.0,0.0,0.0,1.0,27.0,98,7,91,15.0,1.0,14.0
9711412,2,1,1,1,2,0,0,436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,2,1.0,0.0,1.0
9911252,71,14,57,241,3,68,552,2,27.0,4.0,23.0,74.0,0.0,27.0,296.0,96,71,25,33.0,19.0,14.0
9307291,155,24,131,822,38,117,247,6,81.0,11.0,70.0,558.0,5.0,76.0,160.0,164,155,9,43.0,40.0,3.0
102331,102,6,96,704,3,99,1269,23,55.0,3.0,52.0,402.0,0.0,55.0,625.0,170,102,68,56.0,42.0,14.0
12371,13,4,9,18,2,11,102,34,10.0,3.0,7.0,15.0,1.0,9.0,95.0,32,13,19,21.0,9.0,12.0
9809545,9,4,5,12,1,8,96,1,6.0,1.0,5.0,10.0,0.0,6.0,87.0,65,9,56,25.0,6.0,19.0
9307249,72,17,55,239,36,36,70,75,31.0,9.0,22.0,74.0,7.0,24.0,47.0,74,72,2,29.0,27.0,2.0
9610233,102,13,89,944,3,99,496,23,58.0,3.0,55.0,655.0,1.0,57.0,145.0,138,102,36,49.0,46.0,3.0
9705271,62,16,46,202,3,59,416,5,39.0,8.0,31.0,151.0,0.0,39.0,304.0,82,62,20,27.0,20.0,7.0
9302231,8,4,4,7,8,0,0,293,3.0,1.0,2.0,3.0,3.0,0.0,0.0,8,8,0,3.0,3.0,0.0
9308217,39,8,31,109,4,35,60,69,17.0,4.0,13.0,24.0,0.0,17.0,29.0,42,39,3,14.0,12.0,2.0
9606475,20,12,8,14,20,0,0,148,5.0,2.0,3.0,4.0,5.0,0.0,0.0,20,20,0,4.0,4.0,0.0
9901409,18,9,9,13,1,17,107,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,18,81,12.0,1.0,11.0
11266,20,4,16,47,0,20,78,7,6.0,1.0,5.0,9.0,0.0,6.0,6.0,34,20,14,4.0,4.0,0.0
9603314,107,7,100,524,14,93,705,6,65.0,5.0,60.0,313.0,0.0,65.0,570.0,130,107,23,38.0,19.0,19.0
9802204,30,6,24,52,9,21,49,9,11.0,2.0,9.0,19.0,1.0,10.0,31.0,38,30,8,14.0,9.0,5.0
9606279,6,2,4,6,1,5,11,34,5.0,1.0,4.0,6.0,0.0,5.0,11.0,10,6,4,1.0,1.0,0.0
9812375,64,15,49,155,16,48,82,1,27.0,4.0,23.0,90.0,7.0,20.0,29.0,77,64,13,17.0,17.0,0.0
9909260,28,10,18,33,4,24,230,69,14.0,5.0,9.0,16.0,1.0,13.0,118.0,61,28,33,25.0,7.0,18.0
9905464,66,8,58,278,1,65,162,32,34.0,1.0,33.0,140.0,0.0,34.0,99.0,81,66,15,18.0,17.0,1.0
1093,25,8,17,46,1,24,61,4,14.0,3.0,11.0,24.0,7.0,7.0,10.0,34,25,9,10.0,9.0,1.0
9901365,10,9,1,1,2,8,26,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,10,17,2.0,2.0,0.0
9311209,4,2,2,3,4,0,0,31,3.0,1.0,2.0,2.0,3.0,0.0,0.0,4,4,0,1.0,1.0,0.0
9601377,12,2,10,27,0,12,20,21,10.0,1.0,9.0,23.0,0.0,10.0,16.0,15,12,3,2.0,2.0,0.0
9710428,10,5,5,11,1,9,33,7,3.0,2.0,1.0,1.0,0.0,3.0,12.0,33,10,23,5.0,0.0,5.0
9308266,37,14,23,73,3,34,99,75,23.0,9.0,14.0,37.0,1.0,22.0,75.0,45,37,8,19.0,15.0,4.0
9711301,1,1,0,0,0,1,4,7,1.0,1.0,0.0,0.0,0.0,1.0,2.0,10,1,9,1.0,0.0,1.0
9904234,23,2,21,164,0,23,334,2,20.0,1.0,19.0,153.0,0.0,20.0,313.0,45,23,22,38.0,20.0,18.0
9605288,104,15,89,369,24,80,202,15,37.0,3.0,34.0,154.0,9.0,28.0,94.0,112,104,8,11.0,11.0,0.0
9502321,29,8,21,58,2,27,118,15,18.0,5.0,13.0,44.0,1.0,17.0,78.0,40,29,11,8.0,3.0,5.0
9409349,24,4,20,68,4,20,25,76,21.0,3.0,18.0,63.0,2.0,19.0,24.0,26,24,2,18.0,17.0,1.0
9212255,4,2,2,3,4,0,0,76,2.0,1.0,1.0,1.0,2.0,0.0,0.0,4,4,0,1.0,1.0,0.0
9412323,2,2,0,0,0,2,2,378,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3,2,1,1.0,1.0,0.0
9707338,32,14,18,35,2,30,95,19,12.0,10.0,2.0,2.0,0.0,12.0,38.0,47,32,15,10.0,4.0,6.0
9407401,63,13,50,233,36,27,28,62,33.0,5.0,28.0,125.0,19.0,14.0,15.0,65,63,2,19.0,19.0,0.0
9512306,8,4,4,5,6,2,5,62,1.0,1.0,0.0,0.0,0.0,1.0,3.0,12,8,4,5.0,1.0,4.0
